t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore,DailyReturn,CumulativeReturn
183,HK.MHImain,2020-07-17 23:35:00,25163.0,25159.0,25166.0,25158.0,102,2566557.0,0.0,0.0,25161.0,0,,-7.948809665747625e-05,25156.6,25151.4,25148.35,25176.166666666668,-4.559312428758858,-8.89593265526631,8.673240453014905,25.42970534858151,0.0,0.0,82.38095238095234,79.44936043241114,25161.0,25148.966666666638,13.873333333339541,57.824763735495274,0.0,-0.0,0.9883406118202761
184,HK.MHImain,2020-07-17 23:40:00,25160.0,25167.0,25171.0,25160.0,89,2239823.0,0.0,0.0,25159.0,0,,0.0003179776620692021,25158.8,25154.7,25148.4,25175.833333333332,-1.4727553154698398,-6.421540208667487,9.897569786395294,25.42970534858151,0.0,0.0,84.3405483405483,81.93746993746981,25166.0,25149.01666666664,13.91333333333896,81.37677687279431,0.0,0.0,0.9883406118202761
185,HK.MHImain,2020-07-17 23:45:00,25167.0,25175.0,25181.0,25163.0,239,6016653.0,0.0,0.0,25167.0,1,1.0,0.0003178765844160658,25164.0,25158.5,25149.4,25175.65,2.7201279654036625,-3.374317483977104,12.188890898761533,25.42970534858151,0.0,0.0,82.62626262626257,83.11592111592101,25173.0,25149.933333333305,14.646666666672719,104.99165528759795,1.0,0.0,0.9883406118202761
186,HK.MHImain,2020-07-17 23:50:00,25176.0,25177.0,25181.0,25163.0,167,4203823.0,0.0,0.0,25175.0,1,,7.944389275071906e-05,25167.8,25161.5,25150.25,25175.683333333334,5.865274328079977,-0.29445354662474355,12.31945574940944,25.42970534858151,0.0,0.0,86.20490620490615,84.39057239057227,25173.666666666668,25150.466666666638,15.073333333339543,102.60946483865669,0.0,7.944389275071906e-05,0.9883406118202761
187,HK.MHImain,2020-07-17 23:55:00,25176.0,25206.0,25208.0,25173.0,330,8314066.0,0.0,0.0,25177.0,1,,0.0011518449378400408,25176.8,25167.2,25151.6,25176.033333333333,15.792491031836107,5.067861312862207,21.449259437947802,25.42970534858151,0.0,0.0,89.1341991341991,85.98845598845587,25195.666666666668,25151.616666666636,15.99333333333998,183.6181742393235,0.0,0.0011518449378400408,0.9884191294458428
188,HK.MHImain,2020-07-18 00:00:00,25206.0,25214.0,25227.0,25206.0,342,8624768.0,0.0,0.0,25206.0,1,,0.0003173847496626969,25187.8,25172.2,25154.1,25176.3,23.972729492867074,11.369484039530496,25.206490906673157,25.42970534858151,0.0,0.0,89.36325278097426,88.23411937335976,25215.666666666668,25153.79999999997,17.786666666670317,231.88405797108325,0.0,0.0003173847496626969,0.9895576350165592
189,HK.MHImain,2020-07-18 00:05:00,25215.0,25224.0,25226.0,25210.0,164,4135987.0,0.0,0.0,25214.0,1,,0.0003966050606805105,25199.2,25179.0,25158.4,25177.083333333332,31.457088348095567,18.06535214238552,26.783472411420092,25.42970534858151,0.0,0.0,92.13783403656817,90.21176198391377,25220.0,25157.54999999997,20.450000000000546,203.58598207018147,0.0,0.0003966050606805105,0.9898717055188258
190,HK.MHImain,2020-07-18 00:10:00,25224.0,25223.0,25228.0,25218.0,144,3632221.0,0.0,0.0,25224.0,1,,-3.96447827465396e-05,25208.8,25186.4,25163.15,25177.816666666666,35.30914599123571,23.813283425335584,22.99172513180025,25.42970534858151,0.0,0.0,91.13924050632905,90.88010910795708,25223.0,25162.29999999997,23.08999999999123,175.25624368428723,0.0,-3.96447827465396e-05,0.9902642936466589
191,HK.MHImain,2020-07-18 00:15:00,25224.0,25221.0,25224.0,25217.0,69,1740181.0,0.0,0.0,25223.0,1,,-7.929270903539454e-05,25217.6,25192.7,25168.55,25178.5,36.525086988931434,28.050551279867534,16.9490714181278,25.42970534858151,0.0,0.0,93.29113924050627,92.18940459446775,25220.666666666668,25167.533333333304,24.893333333324698,142.2960185682447,0.0,-7.929270903539454e-05,0.9902250348338756
192,HK.MHImain,2020-07-18 00:20:00,25220.0,25226.0,25235.0,25218.0,139,3506709.0,0.0,0.0,25221.0,1,,0.00019824749216912352,25221.6,25199.2,25173.6,25179.25,38.003177858056006,31.368093472597025,13.270168770917962,25.42970534858151,0.0,-1.0,90.5569620253164,91.66244725738382,25226.333333333332,25172.683333333305,26.65333333332783,134.19209604811905,0.0,0.00019824749216912352,0.9901465172083089
193,HK.MHImain,2020-07-18 00:25:00,25226.0,25220.0,25227.0,25217.0,108,2724053.0,0.0,0.0,25226.0,1,,-0.0002378498374693283,25222.8,25205.3,25178.35,25179.833333333332,36.56339844494869,33.099861796714244,6.92707329646889,25.42970534858151,0.0,0.0,85.72222222222216,89.85677449601486,25221.333333333332,25177.333333333307,28.133333333325208,104.26540284369236,0.0,-0.0002378498374693283,0.9903428112722255
194,HK.MHImain,2020-07-18 00:30:00,25218.0,25214.0,25219.0,25212.0,84,2118060.0,0.0,0.0,25220.0,1,,-0.00023790642347343294,25220.8,25210.0,25182.35,25180.283333333333,33.31310402845702,33.1709425406285,0.2843229756570338,25.42970534858151,0.0,0.0,79.33333333333327,85.20417252695721,25215.0,25181.616666666636,28.47333333332699,78.16280340288357,0.0,-0.00023790642347343294,0.9901072583955255
195,HK.MHImain,2020-07-18 00:35:00,25211.0,25212.0,25215.0,25206.0,88,2218554.0,0.0,0.0,25214.0,1,,-7.932101213614651e-05,25218.6,25213.7,25186.1,25180.616666666665,30.094157469397032,32.14534751688468,-4.102380094975288,25.42970534858151,0.0,0.0,70.9677419354838,78.674432497013,25211.0,25185.283333333304,28.111666666663588,60.98693701713185,0.0,-7.932101213614651e-05,0.9898717055188255
196,HK.MHImain,2020-07-18 00:40:00,25214.0,25214.0,25220.0,25211.0,76,1916298.0,0.0,0.0,25212.0,1,,7.932730445814329e-05,25217.2,25217.4,25189.45,25181.05,28.06566968277548,30.785454905514943,-5.439570445478928,25.42970534858151,0.0,0.0,53.77425534544548,68.0251102047541,25215.0,25188.766666666637,27.599999999999817,63.365539452567276,0.0,7.932730445814329e-05,0.9897931878932589
197,HK.MHImain,2020-07-18 00:45:00,25217.0,25214.0,25221.0,25213.0,56,1412170.0,0.0,0.0,25214.0,1,,0.0,25214.8,25218.2,25192.7,25181.6,26.2687390452229,29.27988295208426,-6.02228781372272,25.42970534858151,0.0,0.0,39.35854653318494,54.70018127137132,25216.0,25191.899999999972,26.876666666669188,59.77923849690038,0.0,0.0,0.9898717055188255
198,HK.MHImain,2020-07-18 00:50:00,25214.0,25218.0,25220.0,25213.0,28,706064.0,0.0,0.0,25214.0,1,,0.00015864202427229301,25214.4,25218.6,25195.4,25182.2,25.761991254075838,28.107252386081452,-4.6905222640112285,25.42970534858151,0.0,0.0,32.183908045976935,41.7722366415357,25217.0,25194.816666666644,25.886666666671044,57.129367327716665,0.0,0.00015864202427229301,0.9898717055188255
199,HK.MHImain,2020-07-18 00:55:00,25216.0,25214.0,25216.0,25208.0,38,958100.0,0.0,0.0,25218.0,1,,-0.00015861686097229377,25214.4,25217.6,25198.3,25182.7,23.854742806794093,26.689749192985666,-5.670012772383146,25.42970534858151,0.0,0.0,32.183908045976935,34.57545420837952,25212.666666666668,25197.51666666664,24.346666666671627,41.48411829141247,0.0,-0.00015861686097229377,0.990028740769959
200,HK.MHImain,2020-07-18 01:00:00,25214.0,25202.0,25214.0,25201.0,89,2243342.0,0.0,0.0,25214.0,1,,-0.000475926072816657,25212.4,25215.5,25200.95,25182.916666666668,18.878794843567448,24.086097743179593,-10.41460579922429,25.42970534858151,0.0,0.0,23.968897903989102,29.445571331980904,25205.666666666668,25200.099999999977,21.8033333333402,17.02084288851677,0.0,-0.000475926072816657,0.9898717055188256
201,HK.MHImain,2020-07-18 01:05:00,25201.0,25205.0,25207.0,25197.0,86,2167340.0,0.0,0.0,25202.0,1,,0.00011903817157365992,25210.6,25213.9,25203.3,25183.05,16.229516591840365,21.46723735939985,-10.475441535118968,25.42970534858151,0.0,0.0,19.06468334460213,25.072496431522637,25203.0,25202.46666666664,18.78000000000993,1.8932670690735964,0.0,0.00011903817157365992,0.9894005997654257
